"diameter","albedo","spkid","full_name","pha","H","e","a","q","i","n","per","per_y","moid","class"
0.622,0.012,20436329,"436329 (2010 GX62)",Y,20.09,0.6989,2.971,0.895,21.82,0.1924,1.87e+03,5.12,0.000481,APO
2.159,0.024,20436671,"436671 (2011 SV71)",Y,18.00,0.6081,2.635,1.032,13.39,0.2305,1.56e+03,4.28,0.0213,AMO
2.773,0.013,20436761,"436761 (2012 DN)",N,18.21,0.5932,2.235,0.909,19.95,0.295,1.22e+03,3.34,0.103,APO
1.820,0.044,20437879,"437879 (2001 RX11)",N,17.72,0.5462,2.767,1.256,13.09,0.2142,1.68e+03,4.6,0.298,AMO
1.078,0.200,20437994,"437994 (2003 UL12)",N,17.48,0.7034,3.28,0.973,19.81,0.166,2.17e+03,5.94,0.254,APO
0.663,0.191,20438107,"438107 (2005 GY110)",N,18.36,0.6864,1.849,0.580,12.65,0.3921,918,2.51,0.215,APO
0.946,0.060,20438897,"438897 (2009 WN)",N,18.85,0.2215,1.38,1.074,32.79,0.6079,592,1.62,0.174,AMO
2.226,0.047,20438902,"438902 (2009 WF104)",N,17.50,0.6559,3.083,1.061,16.97,0.182,1.98e+03,5.41,0.278,AMO
0.818,0.126,20438990,"438990 (2010 SG13)",N,18.34,0.7485,1.252,0.315,33.80,0.7032,512,1.4,0.0641,APO
0.590,0.046,20439889,"439889 (2000 PG5)",N,20.38,0.4580,2.088,1.132,6.12,0.3266,1.1e+03,3.02,0.116,AMO
0.530,0.063,20439898,"439898 (2000 TG2)",N,19.99,0.2454,1.522,1.148,12.00,0.5251,686,1.88,0.163,AMO
2.246,0.017,20441952,"441952 (2010 LR68)",N,18.39,0.5870,3.096,1.279,4.71,0.1809,1.99e+03,5.45,0.3,AMO
0.228,0.071,20441987,"441987 (2010 NY65)",Y,21.36,0.3701,1.004,0.632,11.54,0.9803,367,1.01,0.0185,APO
0.695,0.063,20442037,"442037 (2010 PR66)",Y,19.26,0.6874,2.928,0.915,17.60,0.1967,1.83e+03,5.01,0.00257,APO
0.440,0.209,20442605,"442605 (2012 HY33)",N,19.29,0.5437,1.997,0.911,14.70,0.3492,1.03e+03,2.82,0.163,APO
2.003,0.040,20442742,"442742 (2012 WP3)",N,17.84,0.3842,2.1,1.293,22.57,0.3239,1.11e+03,3.04,0.348,AMO
0.288,0.034,20443806,"443806 (1998 FL3)",Y,21.72,0.2478,1.26,0.948,26.38,0.6968,517,1.41,0.0397,APO
0.253,0.399,20443837,"443837 (2000 TJ1)",N,19.68,0.0808,1.16,1.067,39.54,0.7885,457,1.25,0.0978,AMO
0.228,0.593,20443880,"443880 (2001 UZ16)",Y,19.38,0.4265,1.76,1.009,12.67,0.4221,853,2.34,0.0292,APO
3.316,0.018,20443923,"443923 (2002 RU25)",N,17.57,0.4826,2.178,1.127,28.90,0.3067,1.17e+03,3.21,0.248,AMO
0.437,0.503,20444193,"444193 (2005 SE71)",Y,18.19,0.1944,1.07,0.862,24.83,0.891,404,1.11,0.00228,APO
2.098,0.040,20445025,"445025 (2008 NS1)",N,17.43,0.8092,2.408,0.459,13.47,0.2637,1.37e+03,3.74,0.17,APO
0.762,0.025,20445305,"445305 (2010 DM56)",Y,19.82,0.2926,1.306,0.924,25.60,0.6601,545,1.49,0.00703,APO
0.735,0.090,20450159,"450159 (2000 JJ5)",N,19.03,0.7025,1.91,0.568,9.44,0.3733,964,2.64,0.0962,APO
0.096,0.134,20450237,"450237 (2002 XY38)",N,23.18,0.2177,0.9113,0.713,2.12,1.133,318,0.87,0.00287,ATE
1.250,0.059,20450238,"450238 (2002 XN40)",N,18.35,0.4267,2.17,1.244,25.62,0.3083,1.17e+03,3.2,0.312,AMO
2.188,0.023,20451124,"451124 (2009 KC3)",Y,18.08,0.6984,3.21,0.968,10.01,0.1714,2.1e+03,5.75,0.00649,APO
2.720,0.038,20451217,"451217 (2009 XE11)",N,17.00,0.6106,3.315,1.291,14.06,0.1633,2.2e+03,6.04,0.38,AMO
1.514,0.031,20452313,"452313 (1998 XR16)",N,18.60,0.5817,2.272,0.951,20.50,0.2877,1.25e+03,3.43,0.16,APO
0.846,0.156,20452389,"452389 (2002 NW16)",N,18.15,0.0301,1.109,1.075,14.16,0.8444,426,1.17,0.0661,AMO
2.249,0.018,20452639,"452639 (2005 UY6)",N,18.14,0.8728,2.249,0.286,12.22,0.2923,1.23e+03,3.37,0.18,APO
0.948,0.037,20453687,"453687 (2010 VY190)",N,19.39,0.3091,1.809,1.250,19.98,0.4049,889,2.43,0.299,AMO
0.495,0.261,20453707,"453707 (2010 XY72)",Y,18.73,0.2287,1.133,0.874,31.48,0.8171,441,1.21,0.0474,APO
2.959,0.020,20454078,"454078 (2012 VV93)",N,17.39,0.4893,2.24,1.144,25.00,0.294,1.22e+03,3.35,0.209,AMO
0.167,0.110,20454094,"454094 (2013 BZ45)",Y,21.87,0.1447,1.015,0.868,11.85,0.9639,374,1.02,0.0242,APO
0.548,0.054,20454100,"454100 (2013 BO73)",Y,20.18,0.4184,1.331,0.774,4.54,0.6417,561,1.54,0.018,APO
0.599,0.056,20455185,"455185 (2000 EB107)",N,17.31,0.5828,3.067,1.280,24.26,0.1835,1.96e+03,5.37,0.363,AMO
1.082,0.121,20455192,"455192 (2000 QN130)",N,18.37,0.5767,2.881,1.220,2.68,0.2015,1.79e+03,4.89,0.233,AMO
0.537,0.386,20455299,"455299 (2002 EL6)",Y,18.05,0.5802,2.299,0.965,9.53,0.2827,1.27e+03,3.49,0.0454,APO
0.685,0.137,20455426,"455426 (2003 MT9)",N,18.76,0.9223,2.534,0.197,6.83,0.2444,1.47e+03,4.03,0.0538,APO
1.625,0.042,20455594,"455594 (2004 SV55)",N,17.93,0.6583,1.759,0.601,41.17,0.4224,852,2.33,0.092,APO
1.242,0.035,20455795,"455795 (2005 SF)",N,18.84,0.6540,1.952,0.675,10.11,0.3614,996,2.73,0.131,APO
0.308,0.242,20456537,"456537 (2007 BG)",N,19.63,0.3306,0.7869,0.527,12.75,1.412,255,0.698,0.0523,ATE
1.958,0.031,20457647,"457647 (2009 CZ)",N,17.90,0.7133,2.287,0.656,21.75,0.285,1.26e+03,3.46,0.312,APO
0.304,0.230,20458135,"458135 (2010 GE25)",N,20.27,0.4677,2.067,1.100,21.61,0.3317,1.09e+03,2.97,0.223,AMO
1.102,0.159,20458436,"458436 (2011 AL52)",Y,17.45,0.6363,2.802,1.019,13.44,0.2101,1.71e+03,4.69,0.0387,AMO
0.269,0.322,20459683,"459683 (2013 MY5)",Y,19.79,0.4530,1.662,0.909,3.00,0.46,783,2.14,0.0322,APO
1.847,0.052,20462041,"462041 (2007 DL8)",N,17.36,0.7630,2.664,0.631,19.64,0.2266,1.59e+03,4.35,0.18,APO
0.227,0.197,20462238,"462238 (2008 CN1)",Y,20.66,0.3478,0.7706,0.503,7.22,1.457,247,0.676,0.0336,ATE
0.579,0.028,20462775,"462775 (2010 GY6)",N,19.40,0.2342,1.287,0.985,21.91,0.6754,533,1.46,0.0926,APO
0.868,0.085,20463664,"463664 (2014 JY24)",N,18.64,0.5929,1.632,0.665,19.96,0.4726,762,2.09,0.202,APO
0.726,0.160,20464797,"464797 (2004 FZ1)",N,18.30,0.5308,1.794,0.842,52.63,0.4103,878,2.4,0.227,APO
1.109,0.028,20464798,"464798 (2004 JX20)",N,19.37,0.2657,0.9016,0.662,10.53,1.151,313,0.856,0.0947,ATE
0.384,0.190,20464885,"464885 (2005 LS3)",N,19.47,0.2677,1.49,1.091,34.90,0.5421,664,1.82,0.176,AMO
2.073,0.097,20465098,"465098 (2006 UQ217)",N,16.62,0.5895,2.99,1.227,22.22,0.1906,1.89e+03,5.17,0.35,AMO
2.490,0.034,20465749,"465749 (2009 WO6)",N,17.32,0.5832,3.08,1.284,28.79,0.1823,1.97e+03,5.41,0.343,AMO
0.150,0.285,20465826,"465826 (2010 GA24)",Y,21.09,0.5469,2.097,0.950,7.68,0.3247,1.11e+03,3.04,0.0479,APO
0.470,0.026,20467352,"467352 (2003 KZ18)",N,21.34,0.3308,0.9491,0.635,23.89,1.066,338,0.925,0.158,ATE
0.874,0.146,20467372,"467372 (2004 LG)",N,18.11,0.8967,2.065,0.213,71.17,0.3322,1.08e+03,2.97,0.518,APO
0.493,0.139,20468117,"468117 (2014 ED)",N,19.18,0.6382,1.546,0.559,21.77,0.5125,702,1.92,0.366,APO
0.197,0.072,20468468,"468468 (2004 KH17)",Y,22.01,0.4981,0.7122,0.357,22.13,1.64,220,0.601,0.0047,ATE
0.308,0.108,20468727,"468727 (2010 JE87)",Y,20.77,0.4370,0.9042,0.509,16.91,1.146,314,0.86,0.0355,ATE
0.143,0.136,20469445,"469445 (2002 LT24)",N,22.14,0.4958,0.7201,0.363,0.77,1.613,223,0.611,0.0114,ATE
0.758,0.028,20469494,"469494 (2002 XS40)",N,20.09,0.3382,1.498,0.991,11.63,0.5378,669,1.83,0.155,APO
0.297,0.087,20469513,"469513 (2003 QR79)",N,20.87,0.3055,1.278,0.888,17.16,0.6818,528,1.45,0.0693,APO
0.244,0.271,20471083,"471083 (2009 XF2)",N,20.00,0.2469,1.286,0.968,14.01,0.6762,532,1.46,0.063,APO
1.451,0.044,20471241,"471241 (2011 BX18)",Y,18.58,0.7321,2.865,0.768,14.70,0.2032,1.77e+03,4.85,0.0373,APO
0.358,0.368,20474425,"474425 (2002 YF4)",N,18.83,0.3339,1.755,1.169,33.68,0.4241,849,2.32,0.429,AMO
1.488,0.060,20474549,"474549 (2003 WX153)",N,18.07,0.6029,2.186,0.868,32.54,0.3049,1.18e+03,3.23,0.0862,APO
0.164,0.094,20475016,"475016 (2005 UO)",N,22.06,0.5826,1.351,0.564,7.70,0.6279,573,1.57,0.00186,APO
0.389,0.353,20475950,"475950 (2007 FE1)",N,18.85,0.5488,2.017,0.910,9.85,0.344,1.05e+03,2.86,0.0691,APO
0.433,0.065,20476438,"476438 (2008 EB9)",N,20.34,0.2172,1.563,1.223,21.35,0.5045,714,1.95,0.344,AMO
0.652,0.017,20477490,"477490 (2010 CG18)",N,20.59,0.2261,1.439,1.113,10.15,0.5712,630,1.73,0.129,AMO
0.739,0.250,20477491,"477491 (2010 CD19)",N,17.99,0.5787,2.258,0.951,20.75,0.2906,1.24e+03,3.39,0.0721,APO
0.321,0.327,20477519,"477519 (2010 DJ56)",Y,19.15,0.2453,1.25,0.943,34.84,0.7053,510,1.4,0.0265,APO
0.991,0.054,20477524,"477524 (2010 EH43)",N,18.67,0.0441,1.278,1.222,37.54,0.6823,528,1.44,0.225,AMO
0.692,0.093,20477588,"477588 (2010 JD87)",N,19.39,0.6395,1.428,0.515,24.62,0.5778,623,1.71,0.284,APO
0.326,0.201,20477762,"477762 (2010 XZ67)",N,19.74,0.4943,2.06,1.042,11.85,0.3333,1.08e+03,2.96,0.0623,AMO
0.537,0.056,20480936,"480936 (2003 QH5)",Y,20.26,0.2201,1.26,0.982,17.62,0.6972,516,1.41,0.00532,APO
0.216,0.378,20481327,"481327 (2006 BB27)",Y,19.90,0.2457,1.362,1.027,27.16,0.62,581,1.59,0.0486,AMO
0.413,0.180,20482054,"482054 (2010 AE)",N,19.47,0.3770,1.489,0.927,15.98,0.5426,663,1.82,0.146,APO
1.855,0.022,20482055,"482055 (2010 AH30)",N,18.50,0.5501,2.288,1.030,43.35,0.2847,1.26e+03,3.46,0.21,AMO
0.383,0.209,20482111,"482111 (2010 NT1)",N,19.43,0.2179,1.458,1.141,39.53,0.5596,643,1.76,0.205,AMO
0.202,0.433,20483508,"483508 (2003 CR1)",Y,20.02,0.4629,1.453,0.780,12.72,0.5629,640,1.75,0.0267,APO
0.452,0.125,20484402,"484402 (2007 XH16)",Y,19.68,0.2349,1.187,0.908,27.43,0.7621,472,1.29,0.0137,APO
0.356,0.055,20485110,"485110 (2010 HZ108)",N,20.93,0.2086,1.249,0.988,22.88,0.7064,510,1.4,0.107,APO
0.766,0.100,20488494,"488494 (2000 JA3)",N,18.74,0.4557,2.256,1.228,10.20,0.2908,1.24e+03,3.39,0.225,AMO
1.039,0.038,20488789,"488789 (2004 XK50)",Y,19.13,0.6886,1.451,0.452,38.23,0.5638,639,1.75,0.042,APO
0.209,0.283,20488803,"488803 (2005 GB120)",N,20.48,0.3947,0.7912,0.479,9.15,1.401,257,0.704,0.0743,ATE
1.520,0.019,20489203,"489203 (2006 JT)",N,18.65,0.4783,2.403,1.254,36.38,0.2646,1.36e+03,3.72,0.266,AMO
0.237,0.314,20490581,"490581 (2009 WZ104)",Y,20.85,0.1926,0.8555,0.691,9.84,1.246,289,0.791,0.0302,ATE
1.084,0.024,20492478,"492478 (2014 NB39)",N,19.71,0.6860,1.675,0.526,17.02,0.4546,792,2.17,0.288,APO
0.342,0.548,20495858,"495858 (2003 MJ4)",N,18.82,0.5619,2.303,1.009,5.31,0.2821,1.28e+03,3.49,0.0916,APO
0.657,0.179,20496174,"496174 (2011 CQ4)",N,18.46,0.5832,2.002,0.834,23.74,0.348,1.03e+03,2.83,0.166,APO
0.3,,20496816,"496816 (1989 UP)",Y,20.54,0.4723,1.861,0.982,3.85,0.3881,928,2.54,0.00562,APO
0.4,,20496817,"496817 (1989 VB)",Y,19.99,0.4602,1.862,1.005,2.18,0.388,928,2.54,0.0166,APO
0.337,0.062,20496837,"496837 (1998 SB15)",N,20.83,0.1614,1.226,1.028,15.63,0.7257,496,1.36,0.112,AMO
0.175,0.439,20496962,"496962 (2002 GP186)",N,20.31,0.3311,1.285,0.859,8.11,0.6767,532,1.46,0.0813,APO
0.589,0.268,20498066,"498066 (2007 RM133)",N,18.55,0.4413,2.21,1.235,10.76,0.2999,1.2e+03,3.29,0.217,AMO
1.531,0.023,20498143,"498143 (2007 TR65)",N,18.80,0.5615,1.154,0.506,43.48,0.7947,453,1.24,0.296,APO
1.202,0.031,20499490,"499490 (2010 MW)",N,18.98,0.4713,2.277,1.204,21.35,0.2869,1.25e+03,3.44,0.385,AMO
0.357,0.220,20499496,"499496 (2010 MR87)",N,19.49,0.3907,1.734,1.056,34.99,0.4318,834,2.28,0.15,AMO
0.461,0.044,20499582,"499582 (2010 TH19)",Y,20.53,0.3101,1.464,1.010,6.83,0.5562,647,1.77,0.0364,APO
2.177,0.049,20501878,"501878 (2014 WF365)",N,17.25,0.7616,2.264,0.540,17.82,0.2894,1.24e+03,3.41,0.287,APO
0.260,0.376,20503941,"503941 (2003 UV11)",Y,19.62,0.7627,1.454,0.345,5.93,0.5624,640,1.75,0.00783,APO
0.380,0.032,20504800,"504800 (2010 CO1)",Y,21.48,0.2179,1.013,0.792,24.02,0.9671,372,1.02,0.0215,APO
0.615,0.092,20504827,"504827 (2010 KZ117)",N,19.09,0.5112,2.272,1.111,33.19,0.2878,1.25e+03,3.42,0.169,AMO
1.492,0.035,20504994,"504994 (2011 JU2)",N,18.41,0.4603,2.014,1.087,56.10,0.3448,1.04e+03,2.86,0.268,AMO
0.556,0.052,20505093,"505093 (2011 VQ5)",N,20.20,0.4368,2.061,1.161,7.19,0.333,1.08e+03,2.96,0.222,AMO
0.971,0.068,20505657,"505657 (2014 SR339)",Y,18.48,0.3038,1.299,0.905,29.80,0.6654,541,1.48,0.035,APO
0.820,0.182,20505667,"505667 (2014 UV33)",N,17.82,0.4139,2.016,1.182,8.86,0.3443,1.05e+03,2.86,0.207,AMO
0.665,0.110,20506074,"506074 Svarog (2015 UM67)",Y,18.90,0.6874,1.558,0.487,6.01,0.5068,710,1.94,0.048,APO
0.099,0.287,20506590,"506590 (2005 XB1)",N,21.97,0.4188,1.131,0.658,8.71,0.819,440,1.2,0.0704,APO
0.200,0.094,20510055,"510055 (2010 FH81)",Y,21.48,0.2104,1.225,0.968,16.80,0.7265,496,1.36,0.037,APO
0.451,0.316,20510073,"510073 (2010 JF88)",N,18.56,0.6586,2.232,0.762,17.31,0.2956,1.22e+03,3.33,0.15,APO
1.284,0.020,20510262,"510262 (2011 HJ61)",N,19.20,0.4176,1.484,0.864,21.08,0.5454,660,1.81,0.124,APO
1.647,0.028,20511008,"511008 (2013 PX6)",Y,18.55,0.6514,2.597,0.905,13.66,0.2356,1.53e+03,4.18,0.0298,APO
1.195,0.037,20511243,"511243 (2014 BS32)",N,18.90,0.2170,1.576,1.234,11.64,0.4979,723,1.98,0.314,AMO
0.315,0.093,20511684,"511684 (2015 BN509)",Y,20.78,0.5684,1.007,0.435,4.16,0.9756,369,1.01,0.0247,APO
0.194,0.358,20511777,"511777 (2015 EZ)",N,20.14,0.2837,1.364,0.977,13.21,0.6186,582,1.59,0.0845,APO
0.746,0.105,20511808,"511808 (2015 FH120)",N,18.67,0.6097,2.038,0.795,11.09,0.3388,1.06e+03,2.91,0.127,APO
1.451,0.111,20513550,"513550 (2010 NG3)",N,17.18,0.5698,2.61,1.123,26.66,0.2338,1.54e+03,4.22,0.12,AMO
5.272,0.037,20514041,"514041 (2014 MQ18)",N,15.68,0.5986,2.901,1.164,35.07,0.1995,1.8e+03,4.94,0.196,AMO
0.741,0.154,20514652,"514652 (2005 SC71)",N,18.31,0.3828,1.91,1.179,32.38,0.3734,964,2.64,0.331,AMO
0.351,0.273,20515049,"515049 (2010 FL)",N,19.31,0.6565,1.917,0.659,11.39,0.3712,970,2.66,0.142,APO
0.463,0.144,20516803,"516803 (2010 JG88)",N,19.51,0.3845,1.374,0.846,30.61,0.6122,588,1.61,0.0526,APO
1.824,0.040,20516984,"516984 (2012 PN28)",N,18.26,0.5316,1.78,0.834,24.48,0.4149,868,2.38,0.152,APO
0.794,0.034,20518507,"518507 (2006 EE1)",N,19.94,0.2764,1.203,0.870,36.40,0.7473,482,1.32,0.0725,APO
0.083,0.448,20518810,"518810 (2010 CF19)",Y,21.85,0.2699,1.193,0.871,7.18,0.7563,476,1.3,0.0321,APO
0.704,0.032,20520808,"520808 (2014 TF64)",N,20.01,0.4180,1.613,0.939,52.67,0.481,748,2.05,0.131,APO
1.851,0.047,20523589,"523589 (2001 HA4)",Y,17.79,0.7934,2.69,0.556,17.18,0.2234,1.61e+03,4.41,0.0252,APO
0.658,0.195,20523595,"523595 (2002 OS4)",N,18.37,0.4536,1.924,1.051,26.81,0.3694,975,2.67,0.298,AMO
0.564,0.167,20523631,"523631 (2009 SX1)",N,18.94,0.4473,1.722,0.952,8.29,0.4361,825,2.26,0.0726,APO
0.309,0.042,20523632,"523632 (2009 UX17)",N,21.51,0.0835,1.189,1.090,10.80,0.7599,474,1.3,0.149,AMO
0.550,0.086,20523636,"523636 (2010 EX119)",N,19.42,0.5939,1.905,0.774,15.52,0.3749,960,2.63,0.158,APO
0.602,0.059,20523637,"523637 (2010 LT108)",N,19.53,0.3708,1.349,0.849,31.87,0.6288,573,1.57,0.139,APO
0.346,0.536,20523664,"523664 (2012 OD1)",Y,18.52,0.5029,0.8288,0.412,42.26,1.306,276,0.754,0.0391,ATE
0.873,0.077,20523747,"523747 (2014 US192)",N,18.82,0.7585,2.205,0.533,14.65,0.301,1.2e+03,3.27,0.231,APO
0.279,0.569,20523775,"523775 (2014 YB35)",Y,19.11,0.4831,1.877,0.970,12.63,0.3833,939,2.57,0.0234,APO
0.851,0.141,20523816,"523816 (2009 ST103)",Y,18.14,0.7185,2.7,0.760,15.73,0.2221,1.62e+03,4.44,0.0372,APO
0.3,,20523826,"523826 (1990 UP)",N,20.34,0.1708,1.33,1.103,28.22,0.6427,560,1.53,0.2,AMO
1.778,0.047,20529668,"529668 (2010 JL33)",Y,17.89,0.7348,2.677,0.710,5.38,0.225,1.6e+03,4.38,0.0312,APO
1.770,0.129,20529718,"529718 (2010 KY127)",N,16.83,0.8826,2.491,0.292,60.75,0.2507,1.44e+03,3.93,0.708,APO
0.361,0.037,20529720,"529720 (2010 LM14)",N,21.29,0.3794,1.111,0.689,25.92,0.8421,427,1.17,0.314,APO
0.363,0.178,20529753,"529753 (2010 MF1)",Y,19.65,0.5882,2.499,1.029,9.10,0.2495,1.44e+03,3.95,0.041,AMO
0.259,0.095,20529819,"529819 (2010 PM58)",N,20.86,0.4597,1.371,0.741,13.59,0.6138,586,1.61,0.0975,APO
0.280,0.187,20530531,"530531 (2011 OL5)",N,20.24,0.1586,1.222,1.028,15.73,0.7299,493,1.35,0.118,AMO
1.434,,20530871,"530871 (2011 WS2)",N,17.25,0.7433,1.009,0.259,46.80,0.9718,370,1.01,0.094,APO
0.413,0.197,20530938,"530938 (2011 XE)",N,19.30,0.4634,0.7839,0.421,20.72,1.42,254,0.694,0.0535,ATE
0.310,0.266,20532874,"532874 (2013 YZ13)",N,19.64,0.2617,1.391,1.027,31.22,0.6011,599,1.64,0.135,AMO
0.701,0.249,20533722,"533722 (2014 NE52)",Y,18.20,0.6585,2.385,0.815,3.86,0.2675,1.35e+03,3.68,0.0358,APO
0.691,0.123,20534676,"534676 (2014 VK2)",N,18.53,0.6040,1.838,0.728,16.37,0.3955,910,2.49,0.0953,APO
0.861,0.114,20535148,"535148 (2014 XR6)",N,18.38,0.5325,2.587,1.210,27.13,0.2368,1.52e+03,4.16,0.427,AMO
0.312,0.214,20537829,"537829 (2015 XY378)",N,19.51,0.4893,0.7102,0.363,13.92,1.647,219,0.598,0.197,ATE
0.654,0.079,20538212,"538212 (2016 CA136)",Y,19.35,0.7812,2.031,0.445,1.26,0.3405,1.06e+03,2.89,0.00704,APO
1.201,0.034,20612929,"612929 (2005 CR37)",N,18.90,0.4686,1.905,1.012,26.05,0.3749,960,2.63,0.0615,APO
0.260,0.072,20613726,"613726 (2007 EF)",Y,21.34,0.4101,0.8203,0.484,21.73,1.327,271,0.743,0.0259,ATE
0.322,0.355,20613939,"613939 (2008 CH116)",N,19.25,0.5875,0.6628,0.273,20.37,1.827,197,0.54,0.225,ATE
0.193,0.023,20613995,"613995 (2008 NP3)",N,22.85,0.3340,1.005,0.669,1.43,0.9783,368,1.01,0.0152,APO
0.382,0.111,20614316,"614316 (2008 YZ32)",N,20.25,0.6205,1.038,0.394,16.54,0.9324,386,1.06,0.051,APO
0.280,0.225,20614521,"614521 (2009 UK)",N,19.92,0.4830,1.977,1.022,3.53,0.3544,1.02e+03,2.78,0.0584,AMO
1.671,0.030,20614599,"614599 (2010 AB78)",N,18.31,0.5454,2.256,1.026,33.27,0.2908,1.24e+03,3.39,0.208,AMO
1.168,0.057,20614603,"614603 (2010 CM)",N,18.52,0.5299,2.628,1.236,7.43,0.2313,1.56e+03,4.26,0.268,AMO
0.493,0.241,20614643,"614643 (2010 GH65)",N,18.87,0.6084,2.717,1.064,20.84,0.2201,1.64e+03,4.48,0.158,AMO
0.160,0.495,20618348,"618348 (2016 PN)",N,20.22,0.3323,0.8587,0.573,21.60,1.239,291,0.796,0.0695,ATE
1.248,0.094,20620091,"620091 (2015 FD341)",N,17.87,0.6751,0.9552,0.310,20.54,1.056,341,0.934,0.125,ATE
1.374,0.031,20620094,"620094 (2016 AJ193)",Y,18.98,0.8161,3.262,0.600,22.57,0.1673,2.15e+03,5.89,0.0147,APO
0.118,0.205,20666241,"666241 (2010 BK2)",N,22.04,0.4479,0.9043,0.499,6.05,1.146,314,0.86,0.0329,ATE
0.492,0.563,20675481,"675481 (2015 XL128)",N,17.82,0.7020,2.574,0.767,17.94,0.2386,1.51e+03,4.13,0.192,APO
1.990,0.031,20676261,"676261 (2016 EE156)",N,17.89,0.8113,2.577,0.486,29.01,0.2383,1.51e+03,4.14,0.478,APO
0.686,0.041,20676362,"676362 (2016 FG15)",N,19.96,0.6945,2.498,0.763,16.62,0.2496,1.44e+03,3.95,0.225,APO
0.379,0.059,20706765,"706765 (2010 TK7)",N,20.78,0.1903,0.9986,0.809,20.91,0.9877,364,0.998,0.082,ATE
0.848,,20723661,"723661 (2007 ES)",N,18.84,0.5951,1.57,0.636,35.19,0.5012,718,1.97,0.355,APO
0.615,0.035,20726196,"726196 (2009 UP1)",N,20.02,0.4031,1.516,0.905,17.27,0.5279,682,1.87,0.0712,APO
2.730,0.024,20738442,"738442 (2016 SG1)",N,17.23,0.6964,2.13,0.647,36.42,0.3171,1.14e+03,3.11,0.348,APO
0.307,0.246,20741537,"741537 (2006 HV5)",Y,19.41,0.3156,0.8425,0.577,32.02,1.275,282,0.773,0.0169,ATE
0.453,0.260,20749081,"749081 (2014 EZ48)",N,18.93,0.5639,2.255,0.983,25.51,0.2911,1.24e+03,3.39,0.264,APO
0.233,0.296,20749593,"749593 (2014 NE3)",N,20.04,0.3151,1.216,0.833,25.87,0.7347,490,1.34,0.0505,APO
0.242,0.091,20750500,"750500 (2014 VL6)",Y,21.38,0.3291,1.243,0.834,6.09,0.7109,506,1.39,0.0177,APO
1.403,0.023,20753131,"753131 (2015 WH13)",N,18.87,0.7992,2.491,0.500,10.96,0.2506,1.44e+03,3.93,0.159,APO
0.511,0.043,20778852,"778852 (2011 AM24)",Y,20.47,0.1488,1.177,1.001,9.14,0.7723,466,1.28,0.00873,APO
0.936,0.032,20786229,"786229 (2015 XD130)",N,19.49,0.4633,1.482,0.796,32.98,0.546,659,1.81,0.0507,APO
1.316,0.018,20828534,"828534 (2004 TG10)",Y,19.47,0.8611,2.237,0.311,4.19,0.2946,1.22e+03,3.35,0.0232,APO
0.731,0.040,20831781,"831781 (2009 WF106)",N,19.77,0.7096,2.115,0.614,36.87,0.3203,1.12e+03,3.08,0.0758,APO
0.285,0.378,20832994,"832994 (2010 GW62)",N,19.36,0.5755,1.27,0.539,32.43,0.6888,523,1.43,0.441,APO
0.277,0.334,20833009,"833009 (2010 GR75)",N,19.64,0.6364,1.726,0.628,17.80,0.4345,829,2.27,0.299,APO
0.543,0.086,20833459,"833459 (2010 JM151)",N,19.72,0.4817,1.698,0.880,16.66,0.4453,808,2.21,0.114,APO
1.417,0.020,20841631,"841631 (2015 OS35)",N,19.00,0.5204,2.253,1.080,18.52,0.2915,1.23e+03,3.38,0.26,AMO
0.620,0.088,20841703,"841703 (2015 PD)",N,19.25,0.6357,1.848,0.673,12.09,0.3922,918,2.51,0.181,APO
2.230,0.037,20842528,"842528 (2015 WV1)",N,17.33,0.5685,3.011,1.299,23.67,0.1886,1.91e+03,5.23,0.419,AMO
0.199,0.195,20843003,"843003 (2016 BX14)",N,20.87,0.5200,2.057,0.987,4.44,0.334,1.08e+03,2.95,0.0568,APO
0.681,0.289,20843651,"843651 (2016 LE9)",N,17.72,0.7575,2.137,0.518,15.32,0.3156,1.14e+03,3.12,0.259,APO
4.613,0.019,20861128,"861128 (2014 JH57)",N,16.27,0.8756,3.328,0.414,25.71,0.1623,2.22e+03,6.07,0.394,APO
0.296,0.461,20862524,"862524 (2014 QK434)",Y,19.26,0.5033,1.941,0.964,5.98,0.3645,988,2.7,0.00883,APO
0.208,0.024,3092147,"       (1996 GQ)",N,23.19,0.4947,1.99,1.005,0.88,0.3512,1.03e+03,2.81,0.0217,APO
0.011,0.52,3012392,"       (1998 KY26)",N,25.91,0.2001,1.229,0.983,1.49,0.7235,498,1.36,0.00297,APO
0.383,0.058,3014109,"       (1998 SH2)",Y,20.88,0.7139,2.743,0.785,2.43,0.2169,1.66e+03,4.54,0.0192,APO
0.150,0.151,3015695,"       (1998 WB2)",Y,21.85,0.5866,1.972,0.815,2.37,0.3558,1.01e+03,2.77,0.0146,APO
0.811,0.020,3024714,"       (1999 XK136)",Y,20.56,0.7028,2.384,0.708,2.66,0.2678,1.34e+03,3.68,0.0113,APO
0.316,0.026,3025766,"       (2000 AA6)",Y,22.44,0.5194,1.286,0.618,2.03,0.6756,533,1.46,0.00766,APO
0.955,0.026,3029651,"       (2000 AG205)",N,19.58,0.5194,2.294,1.102,18.39,0.2837,1.27e+03,3.47,0.27,AMO
0.477,0.135,3092259,"       (2000 GW127)",N,19.40,0.7272,2.247,0.613,6.65,0.2927,1.23e+03,3.37,0.0972,APO
